qualifyid,raceid,driverid,constructorid,position_final,year,round,circuitid,circuitref,q2
9726,1102,855,51,14,2023,5,79,miami,88091.0
9727,1102,856,213,15,2023,5,79,miami,88395.0
9728,1102,846,1,16,2023,5,79,miami,0.0
9724,1102,807,210,12,2023,5,79,miami,87903.0
9730,1102,840,117,18,2023,5,79,miami,0.0
9731,1102,857,1,19,2023,5,79,miami,0.0
9732,1102,858,3,20,2023,5,79,miami,0.0
9729,1102,852,213,17,2023,5,79,miami,0.0
9723,1102,848,3,11,2023,5,79,miami,87795.0
9713,1102,815,9,1,2023,5,79,miami,87328.0
9721,1102,830,9,9,2023,5,79,miami,86814.0
9720,1102,839,214,8,2023,5,79,miami,87444.0
9719,1102,844,6,7,2023,5,79,miami,86964.0
9718,1102,847,131,6,2023,5,79,miami,87743.0
9717,1102,842,214,5,2023,5,79,miami,87612.0
9716,1102,825,210,4,2023,5,79,miami,87673.0
9715,1102,832,6,3,2023,5,79,miami,87148.0
9714,1102,4,117,2,2023,5,79,miami,87097.0
9722,1102,822,51,10,2023,5,79,miami,87564.0
9745,1104,848,3,13,2023,6,6,monaco,72527.0
9746,1104,840,117,14,2023,6,6,monaco,72623.0
9752,1104,815,9,20,2023,6,6,monaco,0.0
9747,1104,822,51,15,2023,6,6,monaco,72625.0
9751,1104,855,51,19,2023,6,6,monaco,0.0
9749,1104,825,210,17,2023,6,6,monaco,0.0
9750,1104,807,210,18,2023,6,6,monaco,0.0
9744,1104,856,213,12,2023,6,6,monaco,72428.0
9748,1104,858,3,16,2023,6,6,monaco,0.0
9743,1104,857,1,11,2023,6,6,monaco,72395.0
9738,1104,1,131,6,2023,6,6,monaco,72156.0
9741,1104,852,213,9,2023,6,6,monaco,72249.0
9733,1104,830,9,1,2023,6,6,monaco,71908.0
9734,1104,4,117,2,2023,6,6,monaco,72107.0
9735,1104,844,6,3,2023,6,6,monaco,72103.0
9742,1104,846,1,10,2023,6,6,monaco,72377.0
9737,1104,832,6,5,2023,6,6,monaco,72210.0
9739,1104,842,214,7,2023,6,6,monaco,72169.0
9740,1104,847,131,8,2023,6,6,monaco,72151.0
9736,1104,839,214,4,2023,6,6,monaco,72248.0
9764,1105,847,131,12,2023,7,4,catalunya,73447.0
9771,1105,844,6,19,2023,7,4,catalunya,0.0
9770,1105,848,3,18,2023,7,4,catalunya,0.0
9769,1105,825,210,17,2023,7,4,catalunya,0.0
9768,1105,822,51,16,2023,7,4,catalunya,0.0
9767,1105,852,213,15,2023,7,4,catalunya,74477.0
9766,1105,856,213,14,2023,7,4,catalunya,74083.0
9765,1105,855,51,13,2023,7,4,catalunya,73521.0
9763,1105,815,9,11,2023,7,4,catalunya,73334.0
9772,1105,858,3,20,2023,7,4,catalunya,0.0
9761,1105,4,117,9,2023,7,4,catalunya,73098.0
9753,1105,830,9,1,2023,7,4,catalunya,72760.0
9754,1105,832,6,2,2023,7,4,catalunya,72790.0
9755,1105,846,1,3,2023,7,4,catalunya,72776.0
9756,1105,842,214,4,2023,7,4,catalunya,73186.0
9762,1105,857,1,10,2023,7,4,catalunya,73059.0
9758,1105,840,117,6,2023,7,4,catalunya,73082.0
9759,1105,839,214,7,2023,7,4,catalunya,73001.0
9760,1105,807,210,8,2023,7,4,catalunya,73283.0
9757,1105,1,131,5,2023,7,4,catalunya,72999.0
9783,1106,844,6,11,2023,8,7,villeneuve,80615.0
9791,1106,858,3,19,2023,8,7,villeneuve,0.0
9790,1106,856,213,18,2023,8,7,villeneuve,0.0
9789,1106,842,214,17,2023,8,7,villeneuve,0.0
9788,1106,852,213,16,2023,8,7,villeneuve,0.0
9787,1106,822,51,15,2023,8,7,villeneuve,81821.0
9786,1106,825,210,14,2023,8,7,villeneuve,81678.0
9785,1106,840,117,13,2023,8,7,villeneuve,81484.0
9784,1106,815,9,12,2023,8,7,villeneuve,80959.0
9792,1106,855,51,20,2023,8,7,villeneuve,0.0
9782,1106,848,3,10,2023,8,7,villeneuve,78725.0
9780,1106,832,6,8,2023,8,7,villeneuve,79856.0
9779,1106,846,1,7,2023,8,7,villeneuve,79347.0
9778,1106,839,214,6,2023,8,7,villeneuve,80406.0
9777,1106,847,131,5,2023,8,7,villeneuve,80098.0
9776,1106,1,131,4,2023,8,7,villeneuve,80426.0
9775,1106,4,117,3,2023,8,7,villeneuve,79776.0
9774,1106,807,210,2,2023,8,7,villeneuve,80305.0
9773,1106,830,9,1,2023,8,7,villeneuve,79092.0
9781,1106,857,1,9,2023,8,7,villeneuve,79659.0
9805,1107,857,1,13,2023,9,70,red_bull_ring,65605.0
9806,1107,822,51,14,2023,9,70,red_bull_ring,65680.0
9807,1107,815,9,15,2023,9,70,red_bull_ring,126688.0
9804,1107,839,214,12,2023,9,70,red_bull_ring,65453.0
9809,1107,855,51,17,2023,9,70,red_bull_ring,0.0
9810,1107,858,3,18,2023,9,70,red_bull_ring,0.0
9811,1107,825,210,19,2023,9,70,red_bull_ring,0.0
9812,1107,856,213,20,2023,9,70,red_bull_ring,0.0
9803,1107,847,131,11,2023,9,70,red_bull_ring,65428.0
9808,1107,852,213,16,2023,9,70,red_bull_ring,0.0
9801,1107,842,214,9,2023,9,70,red_bull_ring,65308.00000000001
9793,1107,830,9,1,2023,9,70,red_bull_ring,64950.99999999999
9794,1107,844,6,2,2023,9,70,red_bull_ring,65087.0
9795,1107,832,6,3,2023,9,70,red_bull_ring,64974.99999999999
9796,1107,846,1,4,2023,9,70,red_bull_ring,65038.0
9802,1107,848,3,10,2023,9,70,red_bull_ring,65387.0
9798,1107,840,117,6,2023,9,70,red_bull_ring,65120.99999999999
9799,1107,4,117,7,2023,9,70,red_bull_ring,65181.0
9800,1107,807,210,8,2023,9,70,red_bull_ring,65361.99999999999
9797,1107,1,131,5,2023,9,70,red_bull_ring,65188.0
9824,1108,840,117,12,2023,10,9,silverstone,88935.0
9832,1108,825,210,20,2023,10,9,silverstone,0.0
9831,1108,856,213,19,2023,10,9,silverstone,0.0
9830,1108,855,51,18,2023,10,9,silverstone,0.0
9829,1108,852,213,17,2023,10,9,silverstone,0.0
9828,1108,815,9,16,2023,10,9,silverstone,0.0
9827,1108,822,51,15,2023,10,9,silverstone,0.0
9826,1108,858,3,14,2023,10,9,silverstone,89031.0
9825,1108,839,214,13,2023,10,9,silverstone,88956.0
9823,1108,807,210,11,2023,10,9,silverstone,88896.0
9822,1108,842,214,10,2023,10,9,silverstone,88751.0
9821,1108,4,117,9,2023,10,9,silverstone,88368.0
9820,1108,848,3,8,2023,10,9,silverstone,88067.0
9819,1108,1,131,7,2023,10,9,silverstone,88545.0
9818,1108,847,131,6,2023,10,9,silverstone,88782.0
9817,1108,832,6,5,2023,10,9,silverstone,88265.0
9816,1108,844,6,4,2023,10,9,silverstone,88361.0
9815,1108,857,1,3,2023,10,9,silverstone,87845.0
9814,1108,846,1,2,2023,10,9,silverstone,88042.0
9813,1108,830,9,1,2023,10,9,silverstone,87702.0
9845,1109,817,213,13,2023,11,11,hungaroring,78002.0
9846,1109,840,117,14,2023,11,11,hungaroring,78144.0
9847,1109,842,214,15,2023,11,11,hungaroring,78217.0
9852,1109,858,3,20,2023,11,11,hungaroring,0.0
9851,1109,825,210,19,2023,11,11,hungaroring,0.0
9849,1109,852,213,17,2023,11,11,hungaroring,0.0
9850,1109,847,131,18,2023,11,11,hungaroring,0.0
9844,1109,839,214,12,2023,11,11,hungaroring,77841.0
9848,1109,848,3,16,2023,11,11,hungaroring,0.0
9843,1109,832,6,11,2023,11,11,hungaroring,77703.0
9837,1109,855,51,5,2023,11,11,hungaroring,77700.0
9841,1109,815,9,9,2023,11,11,hungaroring,77675.0
9840,1109,4,117,8,2023,11,11,hungaroring,77701.0
9839,1109,822,51,7,2023,11,11,hungaroring,77563.0
9838,1109,844,6,6,2023,11,11,hungaroring,77580.0
9836,1109,857,1,4,2023,11,11,hungaroring,77571.0
9835,1109,846,1,3,2023,11,11,hungaroring,77328.0
9834,1109,830,9,2,2023,11,11,hungaroring,77547.0
9833,1109,1,131,1,2023,11,11,hungaroring,77427.0
9842,1109,807,210,10,2023,11,11,hungaroring,77652.0
9864,1110,842,214,12,2023,12,13,spa,113671.0
9865,1110,825,210,13,2023,12,13,spa,114160.0
9866,1110,822,51,14,2023,12,13,spa,114694.0
9870,1110,858,3,18,2023,12,13,spa,0.0
9868,1110,848,3,16,2023,12,13,spa,0.0
9869,1110,855,51,17,2023,12,13,spa,0.0
9863,1110,852,213,11,2023,12,13,spa,113148.0
9867,1110,839,214,15,2023,12,13,spa,116372.0
9862,1110,840,117,10,2023,12,13,spa,112193.0
9858,1110,857,1,6,2023,12,13,spa,111534.0
9860,1110,847,131,8,2023,12,13,spa,112605.0
9859,1110,846,1,7,2023,12,13,spa,112252.0
9857,1110,832,6,5,2023,12,13,spa,111711.0
9856,1110,1,131,4,2023,12,13,spa,112345.0
9855,1110,815,9,3,2023,12,13,spa,112353.0
9854,1110,844,6,2,2023,12,13,spa,112017.0
9853,1110,830,9,1,2023,12,13,spa,112784.0
9871,1110,817,213,19,2023,12,13,spa,0.0
9861,1110,4,117,9,2023,12,13,spa,112751.0
9872,1110,807,210,20,2023,12,13,spa,0.0
